,date,latitude,longitude,numberofcases,comments,x_coord,y_coord,region
192,2016-01-01,1.3136862,103.8512945,1,Gloucester Road (Blk 9),30000.5850472,32886.3439823,CENTRAL
193,2016-01-01,1.3130285,103.8536787,2,Owen Road (Blk 47),30265.9242914,32813.6209264,CENTRAL
194,2016-01-01,1.3504814,103.8755699,1,Lorong Lew Lian (Blk 2),32702.1353623,36955.0023064,NORTH-EAST
195,2016-01-01,1.3507319,103.8758729,1,Lorong Lew Lian (Blk 7),32735.8553862,36982.7019126,NORTH-EAST
196,2016-01-01,1.347815,103.873793,2,Serangoon Central (Blk 410),32504.3911852,36660.1619787,NORTH-EAST
197,2016-01-01,1.349008,103.87429,1,Serangoon Central (Blk 414),32559.6995625,36792.0787816,NORTH-EAST
198,2016-01-01,1.34968,103.874517,1,Serangoon Central (Blk 415),32584.9608788,36866.3855543,NORTH-EAST
199,2016-01-01,1.349917,103.8750489,1,Serangoon Central (Blk 417),32644.1549647,36892.5928194,NORTH-EAST
200,2016-01-01,1.348844,103.875143,1,Serangoon Central (Blk 421),32654.6292826,36773.9461088,NORTH-EAST
201,2016-01-01,1.34812,103.8755925,1,Serangoon Central (Blk 424),32704.6550243,36693.8907299,NORTH-EAST
202,2016-01-01,1.3699293,103.8700793,7,Serangoon North Avenue 1 (Blk 107),32091.0603199,39105.4424518,NORTH-EAST
203,2016-01-01,1.3688288,103.8713082,1,Serangoon North Avenue 1 (Blk 114),32227.8239594,38983.7568685,NORTH-EAST
204,2016-01-01,1.3699889,103.8725304,1,Serangoon North Avenue 1 (Blk 153),32363.8380092,39112.0370399,NORTH-EAST
205,2016-01-01,1.4539593,103.7976106,1,Woodlands Industrial Park E3,24026.3141141,48397.0556081,NORTH
206,2016-01-01,1.4513693,103.7951372,2,Woodlands Industrial Park E5,23751.0596433,48110.6708267,NORTH
207,2016-01-01,1.4518347,103.7982334,5,Woodlands Industrial Park E7,24095.6180849,48162.1268539,NORTH
208,2016-01-01,1.4490569,103.7970034,1,Woodlands Industrial Park E9,23958.733816,47854.973754,NORTH
209,2016-01-01,1.3141099,103.9182794,4,Dunbar Walk,37455.3650642,32933.3480858,EAST
210,2016-01-01,1.313106,103.91784,3,Greenfield Drive,37406.4677582,32822.3402046,EAST
211,2016-01-01,1.3507089,103.8647179,1,Serangoon Avenue 3 (Blk 133),31494.4289799,36980.1398113,NORTH-EAST
212,2016-01-01,1.352083,103.819836,1,Serangoon Avenue 3 (Amaranda Gardens),26499.5783502,37132.0623973,NORTH
213,2016-01-01,1.352083,103.819836,3,Serangoon Avenue 3 (The Scala),26499.5783502,37132.0623973,NORTH
214,2016-01-01,1.352083,103.819836,1,Serangoon Avenue 3 (The Springbloom),26499.5783502,37132.0623973,NORTH
215,2016-01-01,1.437529,103.800409,1,Woodlands Ring Road (Blk 646),24337.7046677,46580.2704356,NORTH
216,2016-01-01,1.436545,103.799443,1,Woodlands Ring Road (Blk 658),24230.2020249,46471.4662144,NORTH
217,2016-01-01,1.435452,103.799352,2,Woodlands Ring Road (Blk 660),24220.0733157,46350.6078977,NORTH
218,2016-01-01,1.436228,103.798151,1,Woodlands Ring Road (Blk 663),24086.4215783,46436.4161138,NORTH
219,2016-01-01,1.436343,103.79786,1,Woodlands Ring Road (Blk 664),24054.0379063,46449.1327387,NORTH
220,2016-01-01,1.3316494,103.9307819,1,Bedok North Street 3 (Blk 525),38846.6990223,34872.8295887,EAST
221,2016-01-01,1.3325106,103.9241581,1,Bedok North Street 3 (Blk 526),38109.5342786,34968.0286453,EAST
222,2016-01-01,1.3316494,103.9307819,2,Bedok North Street 3 (Blk 529),38846.6990223,34872.8295887,EAST
223,2016-01-01,1.333639,103.924036,1,Bedok North Street 3 (Blk 533),38095.9412074,35092.800993,EAST
224,2016-01-01,1.32115,103.865792,1,Bendemeer Road (Blk 43),31614.0074322,33711.6690516,CENTRAL
225,2016-01-01,1.3222487,103.8663206,1,Bendemeer Road (Blk 44),31672.8337734,33833.1584524,CENTRAL
226,2016-01-01,1.3234308,103.8668042,2,Bendemeer Road (Blk 47),31726.6518867,33963.8697461,CENTRAL
227,2016-01-01,1.324448,103.866396,1,Whampoa South (Blk 49),31681.2218035,34076.3459121,CENTRAL
228,2016-01-01,1.352083,103.819836,1,Ceylon Road (Ceylon Residence),26499.5783502,37132.0623973,NORTH
229,2016-01-01,1.3079797,103.8994102,1,Haig Avenue,35355.4201252,32255.4381726,CENTRAL
230,2016-01-01,1.3089426,103.8986775,1,Haig Lane,35273.8746176,32361.9086352,CENTRAL
231,2016-01-01,1.3123569,103.8964002,1,Haig Road,35020.4227845,32739.4381108,CENTRAL
232,2016-01-01,1.352083,103.819836,1,Haig Road (Dunman View),26499.5783502,37132.0623973,NORTH
233,2016-01-01,1.3398949,103.7178875,3,Corporation Rise,15153.7894115,35784.6630906,WEST
234,2016-01-01,1.339475,103.7182739,2,Corporation Walk,15196.7894877,35738.2305805,WEST
235,2016-01-01,1.3214643,103.902121,1,Eunos Crescent (Blk 1),35657.0660361,33746.50512,CENTRAL
236,2016-01-01,1.3214663,103.902166,1,Eunos Crescent (Blk 10),35662.0740873,33746.7264086,CENTRAL
237,2016-01-01,1.3214663,103.902166,1,Eunos Crescent (Blk 31),35662.0740873,33746.7264086,CENTRAL
238,2016-01-01,1.3214663,103.902166,1,Eunos Crescent (Blk 35),35662.0740873,33746.7264086,CENTRAL
239,2016-01-01,1.3221442,103.9021157,1,Eunos Crescent (Blk 36),35656.4741163,33821.68501,CENTRAL
240,2016-01-01,1.3147949,103.8731622,4,Lorong 3 Geylang,32434.2491009,33008.9664975,CENTRAL
241,2016-01-01,1.318769,103.874187,1,Upper Boon Keng Road (Blk 39),32548.2923088,33448.4040122,CENTRAL
242,2016-01-01,1.3218372,103.8595704,2,McNair Road (Blk 108B),30921.6040745,33787.6479306,CENTRAL
243,2016-01-01,1.320063,103.858517,1,McNair Road,30804.3730952,33591.4647709,CENTRAL
244,2016-01-01,1.320827,103.857584,2,Towner Road,30700.5385565,33675.9429437,CENTRAL
245,2016-01-01,1.352083,103.819836,4,Mei Hwan Drive (Goldenhill Park Condominium),26499.5783502,37132.0623973,NORTH
246,2016-01-01,1.3536933,103.8610208,1,Mei Hwan Drive,31082.9794634,37310.1345644,NORTH-EAST
247,2016-01-01,1.3264771,103.9440356,1,New Upper Changi Road (Blk 52),40321.7264371,34300.9643642,EAST
248,2016-01-01,1.3264771,103.9440356,4,New Upper Changi Road (Blk 55),40321.7264371,34300.9643642,EAST
249,2016-01-01,1.352083,103.819836,5,Petir Road (Maysprings),26499.5783502,37132.0623973,NORTH
250,2016-01-01,1.4507412,103.8175455,1,Admiralty Drive (Blk 357A),26244.7450814,48041.1889193,NORTH
251,2016-01-01,1.4504073,103.8165404,1,Admiralty Drive (Blk 357B),26132.893207,48004.2687346,NORTH
252,2016-01-01,1.4504073,103.8165404,1,Admiralty Drive (Blk 357C),26132.893207,48004.2687346,NORTH
253,2016-01-01,1.4514693,103.8179857,1,Sembawang Drive (Blk 414),26293.732867,48121.6982339,NORTH
254,2016-01-01,1.3456705,103.7194592,2,Jurong West Street 52 (Blk 517),15328.732832,36423.292483,WEST
255,2016-01-01,1.345166,103.7180112,2,Jurong West Street 52 (Blk 518),15167.5834065,36367.5149077,WEST
256,2016-01-01,1.3120044,103.9155887,1,Kurau Terrace,37155.9232998,32700.5224588,EAST
257,2016-01-01,1.352083,103.819836,2,Lorong L Telok Kurau (The Espira),26499.5783502,37132.0623973,NORTH
258,2016-01-01,1.352083,103.819836,1,Lorong N Telok Kurau (The Lucent),26499.5783502,37132.0623973,NORTH
259,2016-01-01,1.3379922,103.8450399,1,Lorong 1 Toa Payoh (Blk 126),29304.495209,35573.9727043,CENTRAL
260,2016-01-01,1.336597,103.845298,1,Lorong 1A Toa Payoh (Blk 138A),29333.2197407,35419.698766,CENTRAL
261,2016-01-01,1.3370083,103.8460544,1,Lorong 2 Toa Payoh (Blk 121),29417.398813,35465.1786384,CENTRAL
262,2016-01-01,1.3377717,103.8467378,1,Lorong 3 Toa Payoh (Trevista),29493.4535208,35549.5919092,CENTRAL
263,2016-01-01,1.3572656,103.8676677,4,Lorong Chuan (Chuan Park),31822.6983713,37705.1507993,NORTH-EAST
264,2016-01-01,1.3500963,103.935336,1,Tampines Street 82 (Blk 832),39353.4389102,36912.6171649,EAST
265,2016-01-01,1.3508151,103.9353434,1,Tampines Street 82 (Blk 838),39354.2591135,36992.0985589,EAST
266,2016-01-01,1.3517954,103.9358119,1,Tampines Street 82 (Blk 842),39406.3934096,37100.4974945,EAST
267,2016-01-01,1.3529801,103.9366504,1,Tampines Street 82 (Blk 854),39499.703575,37231.4997396,EAST
268,2016-01-01,1.4281047,103.7733452,1,Woodlands Street 41 (Blk 414),21325.8897726,45538.239433,NORTH
269,2016-01-01,1.4272857,103.7744961,1,Woodlands Street 41 (Blk 424),21453.9655978,45447.6751787,NORTH
270,2016-01-01,1.4266121,103.7729233,2,Woodlands Street 41 (Blk 429),21278.9342094,45373.1963778,NORTH
271,2016-01-01,1.4476763,103.7713232,3,Admiralty Road West,21100.929855,47702.3758584,NORTH
272,2016-01-01,1.367577,103.849624,1,Ang Mo Kio Avenue 3 (Blk 311),29814.6347387,38845.3118925,NORTH-EAST
273,2016-01-01,1.367577,103.849624,1,Ang Mo Kio Avenue 3 (Blk 314),29814.6347387,38845.3118925,NORTH-EAST
274,2016-01-01,1.3671343,103.8497283,1,Ang Mo Kio Avenue 3 (Blk 346),29826.2424112,38796.3604577,NORTH-EAST
275,2016-01-01,1.328485,103.9273149,1,Bedok North Avenue 1 (Blk 424),38460.8706653,34522.9110043,EAST
276,2016-01-01,1.328566,103.930534,1,Bedok North Avenue 2 (Blk 416),38819.1237101,34531.8814394,EAST
277,2016-01-01,1.3287258,103.9288465,1,Bedok North Road ( Blk 422),38631.3212808,34549.5440058,EAST
278,2016-01-01,1.3215084,103.9407175,2,Bedok South Road (Blk 42),39952.4786766,33751.5337751,EAST
279,2016-01-01,1.322508,103.941235,1,New Upper Changi Road (Blk 60),40010.066593,33862.0671045,EAST
280,2016-01-01,1.3556731,103.8726445,2,Boundary Road,32376.5617911,37529.0686639,NORTH-EAST
281,2016-01-01,1.352083,103.819836,1,Lim Tua Tow Road (Casa Cambio),26499.5783502,37132.0623973,NORTH
282,2016-01-01,1.301963,103.893505,3,Bournemouth Road,34698.2419155,31590.1255657,CENTRAL
283,2016-01-01,1.31433,103.9200577,1,Bowmont Gardens,37653.2721766,32957.69244,EAST
284,2016-01-01,1.314281,103.920697,1,Jedburgh Gardens,37724.4204008,32952.2767448,EAST
285,2016-01-01,1.3175755,103.9058368,1,Changi Road,36070.6105708,33316.5129992,EAST
286,2016-01-01,1.3183007,103.9146358,1,Frankel Close,37049.8517972,33396.7321935,EAST
287,2016-01-01,1.3188968,103.9143763,1,Frankel Terrace,37020.9698098,33462.6449948,EAST
288,2016-01-01,1.305143,103.862027,1,Crawford Lane (Blk 463),31195.020473,31941.6919055,CENTRAL
289,2016-01-01,1.3050766,103.8624689,1,Crawford Lane (Blk 465),31244.1999707,31934.3502997,CENTRAL
290,2016-01-01,1.3052543,103.8629765,1,North Bridge Road (Blk 467),31300.6909604,31954.0001135,CENTRAL
291,2016-01-01,1.3553696,103.8911546,1,Hougang Avenue 1 (Blk 101),34436.5253524,37495.5504765,NORTH-EAST
292,2016-01-01,1.35398,103.8908827,1,Hougang Avenue 1 (Blk 106),34406.2696278,37341.8948019,NORTH-EAST
293,2016-01-01,1.3528142,103.889886,1,Hougang Avenue 1 (Blk 108),34295.3512128,37212.983916,NORTH-EAST
294,2016-01-01,1.3513939,103.8896764,1,Hougang Avenue 1 (Blk 169),34272.0287403,37055.9337751,NORTH-EAST
295,2016-01-01,1.3513939,103.8896764,1,Hougang Avenue 1 (Blk 173),34272.0287403,37055.9337751,NORTH-EAST
296,2016-01-01,1.3538962,103.8883212,1,Hougang Avenue 1 (Blk 174C),34121.2039062,37332.6220061,NORTH-EAST
297,2016-01-01,1.352083,103.819836,2,Joo Chiat Lane (D Castilia),26499.5783502,37132.0623973,NORTH
298,2016-01-01,1.3134583,103.9015915,1,Joo Chiat Place,35598.1621435,32861.2405115,CENTRAL
299,2016-01-01,1.352083,103.819836,3,Kitchener Link (City Square Residences),26499.5783502,37132.0623973,NORTH
300,2016-01-01,1.352083,103.819836,1,Kovan Road (Kovan Melody),26499.5783502,37132.0623973,NORTH
301,2016-01-01,1.3573223,103.8795935,1,Kovan Road (Kovan Residences),33149.9025883,37711.4425085,NORTH-EAST
302,2016-01-01,1.313372,103.8787173,1,Lorong 17 Geylang,33052.4813126,32851.6400287,CENTRAL
303,2016-01-01,1.3184199,103.8809078,1,Sims Drive (Blk 43A),33296.2524618,33409.8155979,CENTRAL
304,2016-01-01,1.3164043,103.8771131,1,Sims Drive (Blk 44),32873.943253,33186.9330926,CENTRAL
305,2016-01-01,1.321216,103.9112849,2,Lorong Mydin,36676.9189254,33719.0794733,EAST
306,2016-01-01,1.3201734,103.91094,1,Sims View,36638.5385357,33603.7928105,EAST
307,2016-01-01,1.40214,103.904432,1,Punggol Central (Blk 295),35913.9945272,42667.2269804,NORTH-EAST
308,2016-01-01,1.40245,103.9037029,1,Punggol Place (Blk 288C),35832.8545335,42701.502787,NORTH-EAST
309,2016-01-01,1.447329,103.8176644,1,Sembawang Close (Blk 321),26257.9741459,47663.8848464,NORTH
310,2016-01-01,1.4447097,103.8167888,1,Sembawang Crescent (Blk 327),26160.531574,47374.2564734,NORTH
311,2016-01-01,1.4447097,103.8167888,1,Sembawang Crescent (Blk 328),26160.531574,47374.2564734,NORTH
312,2016-01-01,1.3186787,103.9164837,1,Siglap Avenue,37255.5038176,33438.5363264,EAST
313,2016-01-01,1.317491,103.919961,2,Siglap Walk,37642.4982465,33307.2196052,EAST
314,2016-01-01,1.3469153,103.9473468,1,Tampines Street 11 (Blk 111),40690.125223,36560.9371063,EAST
315,2016-01-01,1.3462368,103.9475961,1,Tampines Street 11 (Blk 112),40717.8731269,36485.9131932,EAST
316,2016-01-01,1.345232,103.946547,1,Tampines Street 11 (Blk 119),40601.1247936,36374.8018822,EAST
317,2016-01-01,1.3159783,103.8713795,2,Upper Boon Keng Road (Blk 15),32235.8497025,33139.8177232,CENTRAL
318,2016-01-01,1.3155916,103.8718552,1,Upper Boon Keng Road (Blk 16),32288.7911826,33097.0592271,CENTRAL
319,2016-01-01,1.44368,103.796672,1,Woodlands Circle (Blk 721),23921.8446456,47260.4235983,NORTH
320,2016-01-01,1.444793,103.7973081,1,Woodlands Circle (Blk 726),23992.6346116,47383.4924455,NORTH
321,2016-01-01,1.443685,103.7987597,1,Woodlands Circle (Blk 733),24154.1731231,47260.9728346,NORTH
322,2016-01-01,1.426276,103.833059,3,Yishun Street 72 (Blk 759),27971.1498463,45335.9439001,NORTH
